OBJECTID,County,Contae,Local_Government_Area,Limistéar_Rialtas_Áitiúil,Classification,Cineál,Gaeltacht,Town_Classification,ID,English_Name,Irish_Name,Foirm_Ghinideach,Alternative_Name,IG_E,IG_N,ITM_E,ITM_N,Irish_Validation,Legislation,Validated_By,Date_,Comment_
187,CLARE,An Clár,CLARE,,ED,T,N,,37040,COORACLARE,Cuar an Chláir,,,105033,162272,505004,662315,,,Fiontar,,
188,CLARE,An Clár,CLARE,,ED,T,N,,37041,CORLEA,An Chorr Liath,,,158941,193907,558901,693943,,,Fiontar,,
189,CLARE,An Clár,CLARE,,ED,T,N,,37042,CORROFIN,Cora Finne,,,128147,189541,528113,689578,,,Fiontar,,
190,CLARE,An Clár,CLARE,,ED,T,N,,37043,CRATLOE,An Chreatalach,,,148100,160797,548062,660840,,,Fiontar,,
191,CLARE,An Clár,CLARE,,ED,T,N,,37044,CREEGH,An Chríoch,,,105187,167330,505158,667372,,,Fiontar,,
192,CLARE,An Clár,CLARE,,ED,T,N,,37045,CRUSHEEN,Croisín,,,139405,189518,539369,689555,,,Fiontar,,
193,CLARE,An Clár,CLARE,,ED,T,N,,37046,DANGAN,An Daingean,,,145802,174521,545764,674561,,,Fiontar,,
194,CLARE,An Clár,CLARE,,ED,T,N,,37047,DERREEN,An Doirín,,,112352,204267,512322,704301,,,Fiontar,,
195,CLARE,An Clár,CLARE,,ED,T,N,,37048,DERRYNAGITTAGH,Doire na gCiotach,,,155748,189238,555708,689275,,,Fiontar,,
196,CLARE,An Clár,CLARE,,ED,T,N,,37049,DOONBEG,An Dún Beag,,,99151,167175,499123,667217,,,Fiontar,,
197,CLARE,An Clár,CLARE,,ED,T,N,,37050,DOORA,Dúire,,,138766,175978,538730,676018,,,Fiontar,,
198,CLARE,An Clár,CLARE,,ED,T,N,,37051,DRUMCREEHY,Droim Críche,,,122435,207044,522402,707077,,,Fiontar,,
199,CLARE,An Clár,CLARE,,ED,T,N,,37052,DRUMELLIHY,Droim Oilche,,,101457,164461,501429,664503,,,Fiontar,,
200,CLARE,An Clár,CLARE,,ED,T,N,,37053,DRUMLINE,Drom Laoinn,,,142801,162570,542764,662613,,,Fiontar,,
201,CLARE,An Clár,CLARE,,ED,T,N,,37054,DRUMMAAN,Droim Meáin,,,175253,188998,575209,689035,,,Fiontar,,
202,CLARE,An Clár,CLARE,,ED,T,N,,37055,DYSERT,An Díseart,,,126889,183679,526855,683717,,,Fiontar,,
203,CLARE,An Clár,CLARE,,ED,T,N,,37056,EINAGH,Eidhneach,,,93935,159088,493909,659132,,,Fiontar,,
204,CLARE,An Clár,CLARE,,ED,T,N,,37057,ENNIS RURAL,Inis (Tuath),,,132499,179062,532464,679101,,,Fiontar,,
205,CLARE,An Clár,CLARE,,ED,T,N,,37058,ENNIS No. 2 URBAN,Inis (Uimh.2 Uirbeach),,,133488,177207,533453,677246,,,Fiontar,,
206,CLARE,An Clár,CLARE,,ED,T,N,,37059,ENNISTIMON,Inis Díomáin,,,111164,188836,511134,688873,,,Fiontar,,
207,CLARE,An Clár,CLARE,,ED,T,N,,37060,FAHYMORE,An Fhaiche Mhór,,,162056,169379,562015,669420,,,Fiontar,,
208,CLARE,An Clár,CLARE,,ED,T,N,,37061,FEAKLE,An Fhiacail,,,157420,186861,557380,686898,,,Fiontar,,
209,CLARE,An Clár,CLARE,,ED,T,N,,37062,FORMOYLE,Formaoil,,,117910,178105,517878,678144,,,Fiontar,,
210,CLARE,An Clár,CLARE,,ED,T,N,,37063,FURROOR,Forúir,,,118791,171318,518759,671359,,,Fiontar,,
211,CLARE,An Clár,CLARE,,ED,T,N,,37064,GLENDREE,Gleann Dríth,,,150547,185995,550508,686032,,,Fiontar,,
212,CLARE,An Clár,CLARE,,ED,T,N,,37065,GLENINAGH,Gleann Eidhneach,,,115691,209144,515660,709177,,,Fiontar,,
213,CLARE,An Clár,CLARE,,ED,T,N,,37066,GLENMORE,An Gleann Mór,,,112848,166417,512817,666459,,,Fiontar,,
214,CLARE,An Clár,CLARE,,ED,T,N,,37067,GLENROE,An Gleann Rua,,,130605,194980,530571,695016,,,Fiontar,,
215,CLARE,An Clár,CLARE,,ED,T,N,,37068,INISHCALTRA NORTH,Inis Cealtra Thuaidh,,,166912,187963,566870,688000,,,Fiontar,,
216,CLARE,An Clár,CLARE,,ED,T,N,,37069,INISHCALTRA SOUTH,Inis Cealtra Theas,,,167809,185029,567767,685067,,,Fiontar,,
217,CLARE,An Clár,CLARE,,ED,T,N,,37070,KILBALLYOWEN,Cill Bhaile Eoghain,,,74285,149591,474263,649637,,,Fiontar,,
218,CLARE,An Clár,CLARE,,ED,T,N,,37071,KILCHREEST,Cill Chríost,,,125719,161677,525686,661720,,,Fiontar,,
219,CLARE,An Clár,CLARE,,ED,T,N,,37072,KILCLOHER,Cill Chloichir,,,126065,173111,526032,673151,,,Fiontar,,
220,CLARE,An Clár,CLARE,,ED,T,N,,37073,KILFEARAGH,Cill Fhiarach,,,87402,157909,487377,657953,,,Fiontar,,
221,CLARE,An Clár,CLARE,,ED,T,N,,37075,KILFENORA,Cill Fhionnúrach,,,117454,193792,517423,693828,,,Fiontar,,
222,CLARE,An Clár,CLARE,,ED,T,N,,37076,KILFIDDANE,Cill Fheadáin,,,116115,159798,516084,659841,,,Fiontar,,
223,CLARE,An Clár,CLARE,,ED,T,N,,37077,KILKEE,Cill Chaoi,,,88876,160256,488851,660299,,,Fiontar,,
224,CLARE,An Clár,CLARE,,ED,T,N,,37078,KILKISHEN,Cill Chisín,,,148953,172747,548915,672787,,,Fiontar,,
225,CLARE,An Clár,CLARE,,ED,T,N,,37079,KILLADYSERT,Cill an Dísirt,,,124346,158666,524313,658710,,,Fiontar,,
226,CLARE,An Clár,CLARE,,ED,T,N,,37080,KILLALOE,Cill Dalua,,,167797,172812,567755,672852,,,Fiontar,,
227,CLARE,An Clár,CLARE,,ED,T,N,,37081,KILLANENA,Cill an Aonaigh,,,153234,195041,553195,695077,,,Fiontar,,
228,CLARE,An Clár,CLARE,,ED,T,N,,37082,KILLANNIV,Cill na Leanbh,,,124334,177220,524301,677260,,,Fiontar,,
229,CLARE,An Clár,CLARE,,ED,T,N,,37083,KILLARD,Cill Arda,,,92985,165498,492959,665540,,,Fiontar,,
230,CLARE,An Clár,CLARE,,ED,T,N,,37084,KILLASPUGLONANE,Cill Easpaig Lonáin,,,109041,192601,509011,692637,,,Fiontar,,
231,CLARE,An Clár,CLARE,,ED,T,N,,37085,KILLEELY,Cill Liaile,,,153012,161681,552973,661724,,,Fiontar,,
232,CLARE,An Clár,CLARE,,ED,T,N,,37086,KILLILAGH,Cill Aidhleach,,,107489,196716,507460,696751,,,Fiontar,,
233,CLARE,An Clár,CLARE,,ED,T,N,,37087,KILLIMER,Cill Íomaí,,,104591,154486,504562,654531,,,Fiontar,,
234,CLARE,An Clár,CLARE,,ED,T,N,,37088,KILLINABOY,Cill Iníne Baoith,,,124731,192807,524698,692843,,,Fiontar,,
235,CLARE,An Clár,CLARE,,ED,T,N,,37089,KILLOFIN,Cill Lua Finn,,,113608,152652,513577,652697,,,Fiontar,,
236,CLARE,An Clár,CLARE,,ED,T,N,,37090,KILLOKENNEDY,Cill Ó gCinnéide,,,160185,174389,560144,674429,,,Fiontar,,
237,CLARE,An Clár,CLARE,,ED,T,N,,37091,KILLONE,Cill Eoin,,,129124,170977,529090,671018,,,Fiontar,,
238,CLARE,An Clár,CLARE,,ED,T,N,,37092,KILLURAN,Cill Iúráin,,,155114,175829,555074,675869,,,Fiontar,,
239,CLARE,An Clár,CLARE,,ED,T,N,,37093,KILMIHIL,Cill Mhichíl,,,111502,162380,511472,662423,,,Fiontar,,
240,CLARE,An Clár,CLARE,,ED,T,N,,37094,KILMURRY,Cill Mhuire,,,111681,158747,511651,658791,,,Fiontar,,
241,CLARE,An Clár,CLARE,,ED,T,N,,37095,KILMURRY,Cill Mhuire,,,103006,174743,502978,674783,,,Fiontar,,
242,CLARE,An Clár,CLARE,,ED,T,N,,37096,KILNAMONA,Cill na Móna,,,127478,178816,527444,678855,,,Fiontar,,
243,CLARE,An Clár,CLARE,,ED,T,N,,37097,KILRAGHTIS,Cill Reachtais,,,136851,183617,536815,683655,,,Fiontar,,
244,CLARE,An Clár,CLARE,,ED,T,N,,37098,KILRUSH RURAL,Cill Rois (Tuath),,,96956,152921,496929,652966,,,Fiontar,,
245,CLARE,An Clár,CLARE,,ED,T,N,,37099,KILRUSH URBAN,Cill Rois (Uirbeach),,,98393,155164,498366,655208,,,Fiontar,,
246,CLARE,An Clár,CLARE,,ED,T,N,,37100,KILSEILY,Cill tSíle,,,155639,172051,555599,672091,,,Fiontar,,
247,CLARE,An Clár,CLARE,,ED,T,N,,37101,KILSHANNY,Cill Seanaigh,,,111528,193965,511498,694001,,,Fiontar,,
248,CLARE,An Clár,CLARE,,ED,T,N,,37102,KILTANNON,Cill tSeanáin,,,148272,184988,548234,685026,,,Fiontar,,
249,CLARE,An Clár,CLARE,,ED,T,N,,37103,KILTENANLEA,Cill tSeanáin Léith,,,163131,163599,563090,663641,,,Fiontar,,
250,CLARE,An Clár,CLARE,,ED,T,N,,37104,KILTORAGHT,Cill Tórachta,,,121497,189785,521465,689822,,,Fiontar,,
251,CLARE,An Clár,CLARE,,ED,T,N,,37105,KINTURK,Ceann Toirc,,,116870,174990,516839,675030,,,Fiontar,,
252,CLARE,An Clár,CLARE,,ED,T,N,,37106,KNOCK,An Cnoc,,,107980,155790,507950,655834,,,Fiontar,,
253,CLARE,An Clár,CLARE,,ED,T,N,,37107,KNOCKNABOLEY,,,,111178,172009,511148,672050,,,,,
254,CLARE,An Clár,CLARE,,ED,T,N,,37108,KNOCKNAGORE,Cnoc na gCaiseal,,,92976,162673,492950,662716,,,Fiontar,,
255,CLARE,An Clár,CLARE,,ED,T,N,,37109,KYLE,An Chill,,,151585,176240,551546,676280,,,Fiontar,,
256,CLARE,An Clár,CLARE,,ED,T,N,,37110,LACKAREAGH,Leacain Theas,,,164313,172104,564271,672144,,,Fiontar,,
257,CLARE,An Clár,CLARE,,ED,T,N,,37111,LISCANNOR,Lios Ceanannáin,,,106865,191019,506836,691056,,,Fiontar,,
258,CLARE,An Clár,CLARE,,ED,T,N,,37112,LISCASEY,Lios Cearúill,,,118202,166364,518170,666406,,,Fiontar,,
259,CLARE,An Clár,CLARE,,ED,T,N,,37113,LISDOONVARNA,Lios Connaidh,,,113894,198696,513863,698731,,,Fiontar,,
260,CLARE,An Clár,CLARE,,ED,T,N,,37114,LISHEEN,Lios Cúil,,,129189,167644,529155,667686,,,Fiontar,,
261,CLARE,An Clár,CLARE,,ED,T,N,,37115,LOUGHEA,Loch Damháin,,,150333,190522,550294,690559,,,Fiontar,,
262,CLARE,An Clár,CLARE,,ED,T,N,,37116,LURRAGA,An Lorga,,,110337,197775,510307,697810,,,Fiontar,,
263,CLARE,An Clár,CLARE,,ED,T,N,,37117,MAGHERAREAGH,An Machaire Riabhach,,,114153,184499,514122,684537,,,Fiontar,,
264,CLARE,An Clár,CLARE,,ED,T,N,,37118,MILLTOWN MALBAY,Sráid na Cathrach,,,104910,178710,504881,678749,,,Fiontar,,
265,CLARE,An Clár,CLARE,,ED,T,N,,37119,MOUNT ELVA,Sliabh Eilbhe,,,116610,202426,516579,702460,,,Fiontar,,
266,CLARE,An Clár,CLARE,,ED,T,N,,37120,MOUNTIEVERS,Baile Uí Fhearaíle,,,149017,163720,548979,663762,,,Fiontar,,
267,CLARE,An Clár,CLARE,,ED,T,N,,37121,MOUNTSHANNON,Baile Uí Bheoláin,,,170903,188638,570860,688675,,,Fiontar,,
268,CLARE,An Clár,CLARE,,ED,T,N,,37122,MOVEEN,Maigh Mhín,,,84021,156339,483997,656383,,,Fiontar,,
269,CLARE,An Clár,CLARE,,ED,T,N,,37123,MOY,Maigh,,,109296,184377,509266,684415,,,Fiontar,,
270,CLARE,An Clár,CLARE,,ED,T,N,,37124,MOYARTA,Maigh Fhearta,,,85509,153472,485484,653517,,,Fiontar,,
271,CLARE,An Clár,CLARE,,ED,T,N,,37125,MUCKANAGH,Muiceanach,,,135655,191169,535620,691205,,,Fiontar,,
272,CLARE,An Clár,CLARE,,ED,T,N,,37126,MULLAGH,Mullach,,,106771,171790,506742,671831,,,Fiontar,,
273,CLARE,An Clár,CLARE,,ED,T,N,,37127,NEWGROVE,Baile Uí Shlatara,,,145375,183483,545337,683521,,,Fiontar,,
274,CLARE,An Clár,CLARE,,ED,T,N,,37128,NEWMARKET,Cora Chaitlín,,,137843,170223,537807,670264,,,Fiontar,,
275,CLARE,An Clár,CLARE,,ED,T,N,,37129,NOUGHAVAL,Nuachabháil,,,120385,198188,520353,698223,,,Fiontar,,
276,CLARE,An Clár,CLARE,,ED,T,N,,37130,O'BRIENSBRIDGE,Droichead Uí Bhriain,,,165789,167534,565747,667575,,,Fiontar,,
277,CLARE,An Clár,CLARE,,ED,T,N,,37131,OGONNELLOE,Tuath Ó gConaíle,,,168031,180751,567989,680790,,,Fiontar,,
278,CLARE,An Clár,CLARE,,ED,T,N,,37132,OUGHTMAMA,Ucht Máma,,,127767,205171,527733,705204,,,Fiontar,,
279,CLARE,An Clár,CLARE,,ED,T,N,,37133,QUERRIN,An Cuibhreann,,,89981,155675,489955,655719,,,Fiontar,,
280,CLARE,An Clár,CLARE,,ED,T,N,,37134,QUIN,Cuinche,,,142256,173638,542219,673678,,,Fiontar,,
281,CLARE,An Clár,CLARE,,ED,T,N,,37135,RAHONA,Ráth Úna,,,81726,150331,481702,650377,,,Fiontar,,
282,CLARE,An Clár,CLARE,,ED,T,N,,37136,RATH,An Ráth,,,124718,188461,524685,688498,,,Fiontar,,
283,CLARE,An Clár,CLARE,,ED,T,N,,37137,RATHBORNEY,Ráth Boirne,,,120322,203963,520290,703997,,,Fiontar,,
284,CLARE,An Clár,CLARE,,ED,T,N,,37138,RATHCLOONEY,Ráth Cluaine,,,142054,183359,542017,683397,,,Fiontar,,
285,CLARE,An Clár,CLARE,,ED,T,N,,37139,RINEALON,Rinn Fhaoláin,,,120489,154036,520457,654081,,,Fiontar,,
286,CLARE,An Clár,CLARE,,ED,T,N,,37140,ROSSROE,An Ros Rua,,,146649,168419,546611,668460,,,Fiontar,,
287,CLARE,An Clár,CLARE,,ED,T,N,,37141,RUAN,An Ruán,,,132594,185988,532559,686026,,,Fiontar,,
288,CLARE,An Clár,CLARE,,ED,T,N,,37142,SCARRIFF,An Scairbh,,,163358,184090,563317,684128,,,Fiontar,,
289,CLARE,An Clár,CLARE,,ED,T,N,,37143,SIXMILEBRIDGE,Droichead Abhann Ó gCearnaigh,,,145538,164719,545500,664761,,,Fiontar,,
290,CLARE,An Clár,CLARE,,ED,T,N,,37144,SMITHSTOWN,Baile Átha an Ghabhann,,,114117,194470,514086,694506,,,Fiontar,,
291,CLARE,An Clár,CLARE,,ED,T,N,,37145,SPANCELHILL,Cnoc Uarchoille,,,138135,180211,538099,680250,,,Fiontar,,
292,CLARE,An Clár,CLARE,,ED,T,N,,37146,St. MARTIN'S,Tobar Mártain,,,93003,156084,492977,656128,,,Fiontar,,
293,CLARE,An Clár,CLARE,,ED,T,N,,37147,TEMPLEMALEY,Teampall Uí Mháille,,,131172,181870,531138,681908,,,Fiontar,,
294,CLARE,An Clár,CLARE,,ED,T,N,,37148,TOBERBREEDA,Tobar Bhríde,,,141272,186109,541235,686147,,,Fiontar,,
295,CLARE,An Clár,CLARE,,ED,T,N,,37149,TOMFINLOUGH,Tuaim Fhionnlocha,,,142638,169170,542601,669211,,,Fiontar,,
296,CLARE,An Clár,CLARE,,ED,T,N,,37150,TULLA,An Tulach,,,149923,179948,549884,679987,,,Fiontar,,
297,CLARE,An Clár,CLARE,,ED,T,N,,37151,TULLIG,Tulaigh,,,80916,153841,480892,653886,,,Fiontar,,
298,CLARE,An Clár,CLARE,,ED,T,N,,37152,TULLYCREEN,Tulaigh Chrainn,,,107884,159407,507854,659450,,,Fiontar,,
299,CLARE,An Clár,CLARE,,ED,T,N,,37153,URLAN,An Urlann,,,137694,167530,537658,667572,,,Fiontar,,
300,CLARE,An Clár,CLARE,,ED,T,N,,37154,ENNIS No. 1 URBAN,Inis (Uimh.1 Uirbeach),,,133631,177768,533596,677807,,,Fiontar,,
301,CLARE,An Clár,CLARE,,ED,T,N,,37155,ENNIS No. 3 URBAN,Inis (Uimh.3 Uirbeach),,,134117,177493,534082,677532,,,Fiontar,,
302,CLARE,An Clár,CLARE,,ED,T,N,,37156,ENNIS No. 4 URBAN,Inis (Uimh.4 Uirbeach),,,133888,176954,533853,676994,,,Fiontar,,
303,CORK,Corcaigh,CORK,,ED,T,N,,47001,ABBEYMAHON,,,,146161,40733,546123,540802,,,,,
304,CORK,Corcaigh,CORK,,ED,T,N,,47002,ADRIGOLE,Eadargóil,,,82168,52539,482143,552606,,,Fiontar,,
305,CORK,Corcaigh,CORK,,ED,T,N,,47003,AGHADOWN NORTH,Achadh Dúin Thuaidh,,,106752,34867,506722,534937,,,Fiontar,,
306,CORK,Corcaigh,CORK,,ED,T,N,,47004,AGHADOWN SOUTH,Achadh Dúin Theas,,,103908,32470,503878,532541,,,Fiontar,,
307,CORK,Corcaigh,CORK,,ED,T,N,,47005,AGHERN,Áth Cairn,,,189682,89966,589635,590024,,,Fiontar,,
308,CORK,Corcaigh,CORK,,ED,T,N,,47006,AGHINAGH,Achadh Fhíonach,,,140085,73934,540048,573996,,,Fiontar,,
309,CORK,Corcaigh,CORK,,ED,T,N,,47007,AGLISH,An Eaglais,,,148177,70857,548138,570919,,,Fiontar,,
310,CORK,Corcaigh,CORK,,ED,T,N,,47008,AHIL,An Achaill,,,103330,61168,503301,561233,,,Fiontar,,
311,CORK,Corcaigh,CORK,,ED,T,N,,47009,ALLOW,Abhainn Ealla,,,139764,115682,539727,615735,,,Fiontar,,
312,CORK,Corcaigh,CORK,,ED,T,N,,47010,ARDAGH,Ardach,,,201221,82985,601171,583045,,,Fiontar,,
313,CORK,Corcaigh,CORK,,ED,T,N,,47011,ARDFIELD,Ard Ó bhFicheallaigh,,,136731,35701,536695,535771,,,Fiontar,,
314,CORK,Corcaigh,CORK,,ED,T,N,,47012,ARDSKEAGH,Ard Scéithe,,,156827,118837,556787,618889,,,Fiontar,,
315,CORK,Corcaigh,CORK,,ED,T,N,,47013,ARGIDEEN,Airgidín,,,131719,44187,531684,544255,,,Fiontar,,
316,CORK,Corcaigh,CORK,,ED,T,N,,47014,AULTAGH,Alltach,,,126005,58378,525971,558443,,,Fiontar,,
317,CORK,Corcaigh,CORK,,ED,T,N,,47015,BALLINADEE,Baile na Daibhche,,,155535,50897,555495,550964,,,Fiontar,,
318,CORK,Corcaigh,CORK,,ED,T,N,,47016,BALLINCOLLIG,Baile an Chollaigh,,,158544,68640,558503,568703,,,Fiontar,,
319,CORK,Corcaigh,CORK,,ED,T,N,,47017,BALLINGURTEEN,Baile an Ghoirtín,,,128151,48544,528117,548611,,,Fiontar,,
320,CORK,Corcaigh,CORK,,ED,T,N,,47018,BALLINSPITTLE,Béal Átha an Spidéil,,,158750,47278,558709,547346,,,Fiontar,,
321,CORK,Corcaigh,CORK,,ED,T,N,,47019,BALLINTEMPLE,Baile an Teampaill,,,192419,63979,592371,564043,,,Fiontar,,
322,CORK,Corcaigh,CORK,,ED,T,N,,47020,BALLYARTHUR,Baile Artúir,,,178089,115602,578044,615655,,,Fiontar,,
323,CORK,Corcaigh,CORK,,ED,T,N,,47021,BALLYBANE,An Baile Bán,,,100190,40137,500161,540206,,,Fiontar,,
324,CORK,Corcaigh,CORK,,ED,T,N,,47022,BALLYCLOGH,Baile Cloch,,,149936,99667,549897,599723,,,Fiontar,,
325,CORK,Corcaigh,CORK,,ED,T,N,,47023,BALLYCOTTIN,Baile Choitín,,,196883,65888,596834,565951,,,Fiontar,,
326,CORK,Corcaigh,CORK,,ED,T,N,,47024,BALLYDEHOB,Béal an Dá Chab,,,96401,33750,496373,533821,,,Fiontar,,
327,CORK,Corcaigh,CORK,,ED,T,N,,47025,BALLYFEARD,Baile Feá Aird,,,169958,55648,569915,555714,,,Fiontar,,
328,CORK,Corcaigh,CORK,,ED,T,N,,47026,BALLYFOYLE,Béal an Phoill,,,175232,53180,575188,553246,,,Fiontar,,
329,CORK,Corcaigh,CORK,,ED,T,N,,47027,BALLYGARVAN,Baile Garbháin,,,164047,63664,564005,563728,,,Fiontar,,
330,CORK,Corcaigh,CORK,,ED,T,N,,47028,BALLYGROMAN,Baile Bhromáin,,,153608,66964,553568,567027,,,Fiontar,,
331,CORK,Corcaigh,CORK,,ED,T,N,,47029,BALLYHOOLAHAN,Baile Uí Uallacháin,,,130203,102803,530168,602859,,,Fiontar,,
332,CORK,Corcaigh,CORK,,ED,T,N,,47030,BALLYHOOLY,Baile Átha hÚlla,,,171781,98641,571737,598697,,,Fiontar,,
333,CORK,Corcaigh,CORK,,ED,T,N,,47031,BALLYMACKEAN,Baile Mhic Céin,,,161830,44912,561788,544980,,,Fiontar,,
334,CORK,Corcaigh,CORK,,ED,T,N,,47032,BALLYMARTLE,Baile an Mhoirtéalaigh,,,163479,59406,563437,559471,,,Fiontar,,
335,CORK,Corcaigh,CORK,,ED,T,N,,47033,BALLYMODAN,Baile Uí Bhuadáin,,,147036,53656,546998,553722,,,Fiontar,,
336,CORK,Corcaigh,CORK,,ED,T,N,,47034,BALLYMONEY,Baile Uí Mhoinigh,,,131869,52043,531834,552110,,,Fiontar,,
337,CORK,Corcaigh,CORK,,ED,T,N,,47035,BALLYMURPHY,Baile Uí Mhurchú,,,154610,61801,554570,561865,,,Fiontar,,
338,CORK,Corcaigh,CORK,,ED,T,N,,47036,BALLYNAGLOGH,Baile na gCloch,,,170233,85933,570190,585992,,,Fiontar,,
339,CORK,Corcaigh,CORK,,ED,T,N,,47037,BALLYNAMONA,Baile na Móna,,,156478,91457,556438,591515,,,Fiontar,,
340,CORK,Corcaigh,CORK,,ED,T,N,,47038,BALLYNOE,An Baile Nua,,,192950,87695,592902,587754,,,Fiontar,,
341,CORK,Corcaigh,CORK,,ED,T,N,,47039,BALLYSPILLANE,Baile Uí Spealáin,,,188764,78141,588717,578202,,,Fiontar,,
342,CORK,Corcaigh,CORK,,ED,T,N,,47040,BANTEER,Bántír,,,137055,95199,537019,595256,,,Fiontar,,
343,CORK,Corcaigh,CORK,,ED,T,N,,47041,BANTRY RURAL,Beanntraí (Tuath),,,101368,52071,501339,552138,,,Fiontar,,
344,CORK,Corcaigh,CORK,,ED,T,N,,47042,BANTRY URBAN,Beanntraí (Uirbeach),,,99425,48242,499397,548310,,,Fiontar,,
345,CORK,Corcaigh,CORK,,ED,T,N,,47043,BARLEYHILL,Cnoc na hEorna,,,131961,112547,531926,612600,,,Fiontar,,
346,CORK,Corcaigh,CORK,,ED,T,N,,47044,BARNACURRA,Barr na Cora,,,125183,107022,525150,607077,,,Fiontar,,
347,CORK,Corcaigh,CORK,,ED,T,N,,47045,BAURLEIGH,An Barr Liath,,,147989,49975,547950,550042,,,Fiontar,,
348,CORK,Corcaigh,CORK,,ED,T,N,,47046,BAWNCROSS,Crois an Bháin,,,137050,109948,537014,610002,,,Fiontar,,
349,CORK,Corcaigh,CORK,,ED,T,Y,,47047,BEALANAGEARY,,,,111680,63895,511649,563959,2,872,FJF,1168819200000,
350,CORK,Corcaigh,CORK,,ED,T,Y,,47048,BEALANAGEARY,,,,113070,67630,513039,567693,2,872,FJF,1168819200000,
351,CORK,Corcaigh,CORK,,ED,T,N,,47049,BEALOCK,An Bhéillic,,,122639,64546,522606,564610,,,Fiontar,,
352,CORK,Corcaigh,CORK,,ED,T,N,,47050,BEAR,Béarra,,,71226,43348,471204,543417,,,Fiontar,,
353,CORK,Corcaigh,CORK,,ED,T,N,,47051,BENGOUR,Binn Ghabhair,,,136194,59774,536158,559839,,,Fiontar,,
354,CORK,Corcaigh,CORK,,ED,T,N,,47052,BISHOPSTOWN,Baile an Easpaig (cuid),,,162430,69055,562388,569118,,,Fiontar,,
355,CORK,Corcaigh,CORK,,ED,T,N,,47053,BLACKPOOL,An Linn Dubh,,,160406,85432,560365,585491,,,Fiontar,,
356,CORK,Corcaigh,CORK,,ED,T,N,,47054,BLARNEY,An Bhlarna,,,160436,76945,560395,577006,,,Fiontar,,
357,CORK,Corcaigh,CORK,,ED,T,N,,47055,BOHERBOY,An Bóthar Buí,,,125424,102953,525390,603009,,,Fiontar,,
358,CORK,Corcaigh,CORK,,ED,T,N,,47056,BOULTEEN,Buailtíneach,,,138589,51560,538552,551627,,,Fiontar,,
359,CORK,Corcaigh,CORK,,ED,T,N,,47057,BREDAGH,An Bhréadach,,,112459,43418,512428,543487,,,Fiontar,,
360,CORK,Corcaigh,CORK,,ED,T,N,,47058,BRINNY,Bruíonaigh,,,150292,60045,550253,560110,,,Fiontar,,
361,CORK,Corcaigh,CORK,,ED,T,N,,47059,BUTLERSTOWN,Baile an Bhuitléaraigh,,,148860,38827,548821,538897,,,Fiontar,,
362,CORK,Corcaigh,CORK,,ED,T,N,,47060,BUTTEVANT,Cill na Mallach,,,154602,107671,554562,607725,,,Fiontar,,
363,CORK,Corcaigh,CORK,,ED,T,N,,47061,CAHERAGH,Cathrach,,,105476,43080,505446,543149,,,Fiontar,,
364,CORK,Corcaigh,CORK,,ED,T,N,,47062,CAHERBARNAGH,An Chathair Bhearnach,,,119445,89762,519413,589820,,,Fiontar,,
365,CORK,Corcaigh,CORK,,ED,T,N,,47063,CAHERDUGGAN,Cathair Dhúgáin,,,156812,104397,556772,604452,,,Fiontar,,
366,CORK,Corcaigh,CORK,,ED,T,N,,47064,CAHERLAG,Cathair Laga,,,174516,73680,574472,573742,,,Fiontar,,
367,CORK,Corcaigh,CORK,,ED,T,N,,47065,CAHERMORE,Cathair Mhór,,,125743,42290,525709,542359,,,Fiontar,,
368,CORK,Corcaigh,CORK,,ED,T,Y,,47066,CANDROMA,Ceann Droma,,,123492,71875,523459,571937,2,872,FJF,1168819200000,
369,CORK,Corcaigh,CORK,,ED,T,N,,47067,CANNAWAY,Ceann Mhaí,,,141350,70326,541313,570389,,,Fiontar,,
370,CORK,Corcaigh,CORK,,ED,T,Y,,47068,CAPE CLEAR,Cléire,,,104226,28581,504196,528652,2,872,FJF,1168819200000,
371,CORK,Corcaigh,CORK,,ED,T,N,,47069,CARRIG,,,,160273,100421,560232,600477,,,,,
372,CORK,Corcaigh,CORK,,ED,T,N,,47070,CARRIG,,,,168179,92005,568136,592063,,,,,
373,CORK,Corcaigh,CORK,,ED,T,N,,47071,CARRIGALINE,,,,175489,58711,575445,558776,,,,,
374,CORK,Corcaigh,CORK,,ED,T,N,,47072,CARRIGALINE,,,,175892,62593,575848,562657,,,,,
375,CORK,Corcaigh,CORK,,ED,T,N,,47073,CARRIGBAUN,An Charraig Bhán,,,116880,42837,516848,542906,,,Fiontar,,
376,CORK,Corcaigh,CORK,,ED,T,N,,47074,CARRIGBOY,An Charraig Bhuí,,,127701,63112,527667,563176,,,Fiontar,,
377,CORK,Corcaigh,CORK,,ED,T,N,,47075,CARRIGNAVAR,Carraig na bhFear,,,164540,85651,564498,585710,,,Fiontar,,
378,CORK,Corcaigh,CORK,,ED,T,N,,47076,CARRIGROHANEBEG,Carraig Ruacháin Bheag,,,156025,73049,555985,573111,,,Fiontar,,
379,CORK,Corcaigh,CORK,,ED,T,N,,47077,CARRIGTOHILL,Carraig Thuathail,,,181586,75157,581540,575218,,,Fiontar,,
380,CORK,Corcaigh,CORK,,ED,T,N,,47078,CASHEL,Caiseal,,,142630,51458,542592,551525,,,Fiontar,,
381,CORK,Corcaigh,CORK,,ED,T,N,,47079,CASTLE HYDE,Carraig an Éidigh,,,177848,98306,577803,598362,,,Fiontar,,
